0.8858815397974591 0.8425717756295834 0.8937560423734365
0.8699164318414124 0.8215268598975269 0.8785165575258559
0.8539512162261508 0.800481774986704 0.8632771341978266
0.837986108270104 0.7794367362155449 0.8480376493502458
0.8220208772749545 0.7583918204834883 0.8327981645026651
0.7900905537036461 0.7175525123200591 0.8027360051479561
0.7741254457475993 0.6986844505335129 0.7882223125876077
0.7581601686127863 0.6798165733056208 0.7737085123680444
0.742195122176291 0.6609486960777287 0.7591946352490418
0.7262298296615901 0.6420807573302852 0.7446809580685814
0.7109131531569219 0.6238612961738838 0.7307075455882944
0.699302106829316 0.6093476189934232 0.7198221223691548
0.6876910758815983 0.5948337418744207 0.7089368375690057
0.6760800449338803 0.5803199416548575 0.698051414349866
0.6528580906976593 0.5512923873553943 0.6762808908892312
0.6412470597499415 0.5357287098519562 0.6643454827270018
0.6296360288022235 0.5197634942366947 0.6520088440507056
0.6180249363349541 0.5037983862806479 0.6396720054358676
0.6064139053872363 0.4878331245257227 0.6273352898601322
0.5948028590596306 0.4718680319495638 0.6149986358039482
0.5831918281119126 0.45633511422181305 0.6024457712844575
0.5715807971641947 0.44182128324247405 0.589383432600256
0.5599697046969254 0.42730755992235 0.5763209862568398
0.5483586737492074 0.41279372894301103 0.5632585399134236
0.5251367195129866 0.38376620540332373 0.5371336933662545
0.5154247971162096 0.3717846421976752 0.5266035147965287
0.5059909277117587 0.3601735958700695 0.5164438992445091
0.4965568891285417 0.3485625341625758 0.5062842221729381
0.4871228966849882 0.33695150321485795 0.49612457586114295
0.4776890119006496 0.32534047226714 0.4859649295493477
0.4685791967330657 0.3140537723942702 0.47612949127329784
0.45987096581696885 0.30316834917513047 0.4666954526900808
0.4511627041410963 0.29228292595599076 0.4572616140454057
0.4424544732249995 0.2813976719156173 0.4478275754621887
0.43374605775024844 0.270512402495356 0.4383937060577379
0.42077633675064186 0.25318849682820577 0.42767806142050485
0.4164223058819766 0.24665725827660973 0.4262268305834606
0.412068105834545 0.24012603510490158 0.42477544594753797
0.4077139211670013 0.23359481193319345 0.4233240305518396
0.40335984415867243 0.2270635887614853 0.4218726305360291
0.4003026454329884 0.22269400882621002 0.4221505604892527
0.398125606928824 0.21979120879458897 0.42360194512517535
0.3959484607654447 0.21688856256184635 0.4250533605208737
0.39377142226128026 0.21398576253022533 0.4265047451567964
0.39159441451689153 0.21108296249860428 0.4279559759938406
0.3887997197169239 0.20768616046944338 0.4297780466865723
0.37718868876920597 0.19607511414183762 0.4370348929667465
0.37138322712495453 0.19026966787747396 0.44066331610683357
0.3655776270617124 0.18446406781423186 0.44429173924692067
0.3597721961772366 0.1786586215498682 0.44792031618588624
0.3518049374976738 0.17177227676784887 0.4515487239460855
0.3430967065815769 0.16451527668879629 0.4551771470861726
0.33438844490570435 0.15725843040862209 0.4588055702262596
0.3256802139896075 0.15000154875470587 0.4624339933663468
0.282327 0.094955 0.417331
0.282656 0.100196 0.42216
0.28291 0.105393 0.426902
0.283197 0.11568 0.436115
0.283229 0.120777 0.440584
0.283187 0.125848 0.44496
0.283072 0.130895 0.449241
0.282884 0.13592 0.453427
0.28229 0.145912 0.46151
0.281887 0.150881 0.465405
0.281412 0.155834 0.469201
0.280868 0.160771 0.472899
0.280255 0.165693 0.476498
0.279574 0.170599 0.479997
0.278012 0.180367 0.486697
0.277134 0.185228 0.489898
0.276194 0.190074 0.493001
0.275191 0.194905 0.496005
0.274128 0.199721 0.498911
0.271828 0.209303 0.504434
0.270595 0.214069 0.507052
0.269308 0.218818 0.509577
0.267968 0.223549 0.512008
0.26658 0.228262 0.514349
0.263663 0.237631 0.518762
0.262138 0.242286 0.520837
0.260571 0.246922 0.522828
0.258965 0.251537 0.524736
0.257322 0.25613 0.526563
0.255645 0.260703 0.528312
0.252194 0.269783 0.531579
0.250425 0.27429 0.533103
0.248629 0.278775 0.534556
0.246811 0.283237 0.535941
0.244972 0.287675 0.53726
0.241237 0.296485 0.539709
0.239346 0.300855 0.540844
0.237441 0.305202 0.541921
0.235526 0.309527 0.542944
0.233603 0.313828 0.543914
0.229739 0.322361 0.545706
